"""cutoff"",""accuracy"""
"0.989362314678533,0.856280648811769"
"0.974413991723633,0.85665786495662"
"0.944934589005681,0.857035081101471"
"0.938090103708602,0.857412297246322"
"0.936017838467281,0.857789513391173"
"0.917959710517776,0.858166729536024"
"0.886630546490042,0.858543945680875"
"0.884226271438452,0.858921161825726"
"0.874521146870974,0.859298377970577"
"0.871586721971511,0.858921161825726"
"0.866228309385015,0.858543945680875"
"0.859610433569307,0.858921161825726"
"0.840917140967358,0.858543945680875"
"0.838378646198068,0.858166729536024"
"0.837556577745596,0.858543945680875"
"0.831642626079798,0.858921161825726"
"0.82885276706675,0.859298377970577"
"0.810227007798765,0.859675594115428"
"0.806359620294146,0.860052810260279"
"0.804546234104477,0.86043002640513"
"0.796253358662788,0.860052810260279"
"0.789293436255513,0.86043002640513"
"0.778916521725156,0.860807242549981"
"0.776177889252554,0.86043002640513"
"0.772651795021661,0.860807242549981"
"0.770690683095425,0.861184458694832"
"0.766451962378799,0.860807242549981"
"0.766174328735067,0.861184458694832"
"0.764345162862422,0.861561674839683"
"0.763226430739986,0.861184458694832"
"0.748041582316462,0.861561674839683"
"0.747336487632068,0.861938890984534"
"0.744019783424378,0.862316107129385"
"0.742585002025245,0.862693323274236"
"0.736356877591038,0.863070539419087"
"0.731493640141186,0.863447755563938"
"0.730400283896111,0.863070539419087"
"0.722462574833796,0.863447755563938"
"0.715698298447499,0.863070539419087"
"0.71129427085929,0.862693323274236"
"0.710620907314622,0.863070539419087"
"0.707585499357625,0.863447755563938"
"0.703472244909353,0.863824971708789"
"0.701741761279459,0.86420218785364"
"0.701140032778578,0.863824971708789"
"0.694978265740739,0.86420218785364"
"0.694790469859678,0.864579403998491"
"0.687438973621571,0.864956620143342"
"0.683498355449089,0.865333836288193"
"0.68108885740515,0.864956620143342"
"0.676704005899627,0.864579403998491"
"0.67516447405108,0.864956620143342"
"0.674625698957575,0.864579403998491"
"0.669010115806841,0.864956620143342"
"0.665310987841306,0.864579403998491"
"0.664661588111698,0.864956620143342"
"0.663356499053869,0.865333836288193"
"0.663103527923894,0.864956620143342"
"0.661041677447726,0.865333836288193"
"0.660164651559422,0.864956620143342"
"0.65916799526,0.864579403998491"
"0.658248636640509,0.86420218785364"
"0.655881385226546,0.864579403998491"
"0.653457607498264,0.864956620143342"
"0.651749607261621,0.864579403998491"
"0.650646387615187,0.86420218785364"
"0.648810253079784,0.864579403998491"
"0.648034575840743,0.86420218785364"
"0.64737080210411,0.863824971708789"
"0.646806676196267,0.863447755563938"
"0.646619541334259,0.863070539419087"
"0.644624916358466,0.863447755563938"
"0.642571092151489,0.863824971708789"
"0.6357711797843,0.86420218785364"
"0.63552392650147,0.864579403998491"
"0.626989177851308,0.864956620143342"
"0.626868715535755,0.864579403998491"
"0.626216719460416,0.86420218785364"
"0.625304239890211,0.864579403998491"
"0.625142767533855,0.86420218785364"
"0.624257984021632,0.863824971708789"
"0.622920428163183,0.863447755563938"
"0.617390045115584,0.863824971708789"
"0.614675290625226,0.863447755563938"
"0.611148650038876,0.863824971708789"
"0.609885214438122,0.863447755563938"
"0.609667631471797,0.863824971708789"
"0.60826882135591,0.863447755563938"
"0.607492479893505,0.863070539419087"
"0.605093581129055,0.863447755563938"
"0.604757292459175,0.863824971708789"
"0.600136269074003,0.863447755563938"
"0.597773156568052,0.863824971708789"
"0.597026628136871,0.86420218785364"
"0.596304035215937,0.864579403998491"
"0.593916064954444,0.864956620143342"
"0.593172788126881,0.864579403998491"
"0.593063975855151,0.864956620143342"
"0.589505993159061,0.864579403998491"
"0.587386954619003,0.864956620143342"
"0.586730282857084,0.865333836288193"
"0.586592441946266,0.864956620143342"
"0.580952794664024,0.864579403998491"
"0.57944240598476,0.864956620143342"
"0.579267647373483,0.864579403998491"
"0.579079932151944,0.864956620143342"
"0.579016358276159,0.865333836288193"
"0.575948982850786,0.865711052433044"
"0.572183554465086,0.865333836288193"
"0.567431312938716,0.865711052433044"
"0.565086683370677,0.866088268577895"
"0.562818314951401,0.866465484722746"
"0.556565415347875,0.866842700867597"
"0.554546911512659,0.866465484722746"
"0.554070487681869,0.866842700867597"
"0.552533281431355,0.866465484722746"
"0.551707913647406,0.866842700867597"
"0.550999182480287,0.866465484722746"
"0.548305640393155,0.866842700867597"
"0.54669672614988,0.866465484722746"
"0.545321396820656,0.866842700867597"
"0.541378810469753,0.867219917012448"
"0.541163656415595,0.866842700867597"
"0.537166953621734,0.867219917012448"
"0.536758771905522,0.867597133157299"
"0.536305634186916,0.867219917012448"
"0.535397251359165,0.866842700867597"
"0.534634708994253,0.867219917012448"
"0.53400459877469,0.867597133157299"
"0.533693454023396,0.86797434930215"
"0.533099968986555,0.868351565447001"
"0.531187832173136,0.868728781591852"
"0.530122183179783,0.868351565447001"
"0.529688189260118,0.868728781591852"
"0.528538378743039,0.868351565447001"
"0.527430883469256,0.868728781591852"
"0.526800416249729,0.869105997736703"
"0.526774376962708,0.868728781591852"
"0.522861554409368,0.869105997736703"
"0.520526450069837,0.869483213881554"
"0.518355117493122,0.869860430026405"
"0.518033133147702,0.869483213881554"
"0.516468336804222,0.869860430026405"
"0.51358121607475,0.869483213881554"
"0.513388313952682,0.869860430026405"
"0.512903784282617,0.869483213881554"
"0.512658703390833,0.869105997736703"
"0.509040296636821,0.869483213881554"
"0.507927945959059,0.869105997736703"
"0.507520039898409,0.869483213881554"
"0.507013954497032,0.869860430026405"
"0.50583708428103,0.870237646171256"
